filename,width,height,class,xmin,ymin,xmax,ymax,
25826410-27db0a11-c5ef84f5-a098eb71-58ec621e.jpg,1024,852,carina,366,235,566,435,
25826410-27db0a11-c5ef84f5-a098eb71-58ec621e.jpg,1024,852,tip,339,125,539,325,
7d4534b8-353ee122-898a9e08-65122fbd-439a55e8.jpg,1024,913,carina,422,362,622,562,
7d4534b8-353ee122-898a9e08-65122fbd-439a55e8.jpg,1024,913,tip,448,241,648,441,
d5edcc92-7983078a-212637e0-291820df-c2fd4239.jpg,873,1024,carina,432,347,632,547,
d5edcc92-7983078a-212637e0-291820df-c2fd4239.jpg,873,1024,tip,429,193,629,393,
553b9bda-81ce172c-f36a8ea3-10296590-848c3508.jpg,1024,852,carina,423,271,623,471,
553b9bda-81ce172c-f36a8ea3-10296590-848c3508.jpg,1024,852,tip,441,124,641,324,
32cee60a-14a36032-ffb641b2-839335cc-a7621a8e.jpg,1024,974,carina,347,260,547,460,
32cee60a-14a36032-ffb641b2-839335cc-a7621a8e.jpg,1024,974,tip,282,62,482,262,
e710a922-01f09977-dfba4da7-6993d446-e9886d02.jpg,852,1024,carina,287,307,487,507,
e710a922-01f09977-dfba4da7-6993d446-e9886d02.jpg,852,1024,tip,346,156,546,356,
06865272-c3dd0ce1-c9475d1f-b360b331-5ae99e33.jpg,852,1024,tip,343,236,543,436,
06865272-c3dd0ce1-c9475d1f-b360b331-5ae99e33.jpg,852,1024,carina,338,283,538,483,
8c41ca6d-adebfb0a-0dc8a021-a6326ebf-17f919a4.jpg,852,1024,tip,248,67,448,267,
8c41ca6d-adebfb0a-0dc8a021-a6326ebf-17f919a4.jpg,852,1024,carina,228,224,428,424,
ec5c87f2-4ba0b3ce-5e12b1f6-88e9b480-90b2d494.jpg,1024,852,carina,471,300,671,500,
ec5c87f2-4ba0b3ce-5e12b1f6-88e9b480-90b2d494.jpg,1024,852,tip,475,131,675,331,
754c1343-cabc58c7-d1cd03ce-3b7e23d9-30ef5224.jpg,852,1024,carina,236,275,436,475,
754c1343-cabc58c7-d1cd03ce-3b7e23d9-30ef5224.jpg,852,1024,tip,207,101,407,301,
