filename,width,height,class,xmin,ymin,xmax,ymax,
s58364525.jpg,512,512,carina,175,103,275,203,
s50498215.jpg,426,512,carina,140,160,240,260,
s50329188.jpg,426,512,carina,142,138,242,238,
s55077161.jpg,512,426,carina,208,130,308,230,
s56464000.jpg,512,426,carina,192,116,292,216,
s58152100.jpg,426,512,carina,154,113,254,213,
s50826331.jpg,426,512,carina,174,146,274,246,
s57210186.jpg,441,512,carina,140,150,240,250,
s56881018.jpg,512,426,carina,171,130,271,230,
s51305612.jpg,512,512,carina,182,149,282,249,
s59161946.jpg,426,512,carina,172,134,272,234,
s57790617.jpg,512,512,carina,220,150,320,250,
s50675322.jpg,426,512,carina,157,132,257,232,
s58606642.jpg,512,426,carina,184,125,284,225,
s55904218.jpg,512,426,carina,191,121,291,221,
s54054884.jpg,426,512,carina,158,167,258,267,
s57681337.jpg,512,474,carina,205,121,305,221,
s55482767.jpg,453,512,carina,178,121,278,221,
s59407071.jpg,512,426,carina,210,138,310,238,
s57557925.jpg,426,512,carina,174,164,274,264,
s54364019.jpg,512,472,carina,228,130,328,230,
s59312153.jpg,440,512,carina,157,149,257,249,
s57615371.jpg,426,512,carina,168,112,268,212,
s56214279.jpg,421,512,carina,162,157,262,257,
s55945160.jpg,512,421,carina,179,115,279,215,
s58595382.jpg,426,512,carina,156,141,256,241,
s56849419.jpg,512,512,carina,204,145,304,245,
s54685106.jpg,512,426,carina,179,142,279,242,
s58578768.jpg,512,426,carina,225,151,325,251,
s54101998.jpg,512,451,carina,210,159,310,259,
s57843437.jpg,512,426,carina,223,138,323,238,
s50361931.jpg,426,512,carina,149,159,249,259,
s53683652.jpg,426,512,carina,177,168,277,268,
s58583372.jpg,512,426,carina,229,136,329,236,
s52418297.jpg,512,426,carina,213,129,313,229,
s55706041.jpg,426,512,carina,172,144,272,244,
s58804003.jpg,426,512,carina,183,150,283,250,
s52582279.jpg,512,426,carina,159,179,259,279,
s51954791.jpg,426,512,carina,190,182,290,282,
s52233502.jpg,512,426,carina,176,111,276,211,
s54295454.jpg,447,512,carina,170,148,270,248,
s58921439.jpg,512,426,carina,201,169,301,269,
s55433001.jpg,426,512,carina,126,151,226,251,
s53757815.jpg,512,426,carina,208,127,308,227,
s52410131.jpg,512,426,carina,199,109,299,209,
s54478960.jpg,512,426,carina,228,177,328,277,
s54142250.jpg,426,512,carina,147,186,247,286,
s53128280.jpg,512,426,carina,203,123,303,223,
s50195893.jpg,426,512,carina,181,145,281,245,
s50471884.jpg,512,426,carina,152,138,252,238,
s51894989.jpg,512,426,carina,191,129,291,229,
s59931377.jpg,426,512,carina,174,170,274,270,
s55507723.jpg,426,512,carina,172,174,272,274,
s59252644.jpg,426,512,carina,145,192,245,292,
s55654822.jpg,453,512,carina,155,155,255,255,
s52439627.jpg,512,426,carina,195,128,295,228,
s54589545.jpg,426,512,carina,152,144,252,244,
s54268276.jpg,512,426,carina,185,151,285,251,
s59307640.jpg,512,426,carina,202,130,302,230,
s54104338.jpg,426,512,carina,171,150,271,250,
s50382731.jpg,426,512,carina,128,173,228,273,
s55682894.jpg,426,512,carina,168,232,268,332,
s53104931.jpg,426,512,carina,174,197,274,297,
s56025051.jpg,426,512,carina,167,168,267,268,
s54953013.jpg,426,512,carina,188,174,288,274,
s57402889.jpg,512,456,carina,154,152,254,252,
s58786374.jpg,426,512,carina,127,180,227,280,
s56585970.jpg,426,512,carina,149,143,249,243,
s56181434.jpg,426,512,carina,166,113,266,213,
s52606057.jpg,426,512,carina,177,194,277,294,
