filename,width,height,class,xmin,ymin,xmax,ymax,
s55698800.jpg,426,512,r_dislocated_shoulder,14,31,132,163,
s56268211.jpg,426,512,l_dislocated_shoulder,327,45,419,162,
s50018480.jpg,426,512,r_dislocated_shoulder,17,93,112,243,
s58324507.jpg,512,426,l_dislocated_shoulder,423,114,512,242,
s59605437.jpg,426,512,l_dislocated_shoulder,296,166,376,281,
s52348554.jpg,426,512,r_dislocated_shoulder,1,148,81,273,
s53104248.jpg,426,512,l_dislocated_shoulder,334,107,426,236,
s53622657.jpg,512,426,l_dislocated_shoulder,341,80,454,173,
s56338562.jpg,426,512,l_dislocated_shoulder,351,101,426,223,
s50222995.jpg,415,512,l_dislocated_shoulder,376,65,415,167,
s58876976.jpg,426,512,r_dislocated_shoulder,18,56,127,192,
s50724998.jpg,426,512,l_dislocated_shoulder,292,72,384,174,
s59861084.jpg,512,426,r_dislocated_shoulder,13,102,108,267,
s52506968.jpg,512,426,l_dislocated_shoulder,390,67,489,197,
s52712640.jpg,512,452,r_dislocated_shoulder,395,94,494,210,
s56160964.jpg,426,512,l_dislocated_shoulder,285,128,375,226,
